1102112028,1102112,24675,Ukekh Deleng
1102112029,1102112,24675,Alas Mesikhat
1102112030,1102112,24675,Titi Hakhapen
1102122001,1102122,24662,Aunan Sepakat
1102122002,1102122,24662,Lawe Penanggalan
1102122003,1102122,24662,Lawe Mengkudu
1102122004,1102122,24662,Jambur Lak-lak
1102122005,1102122,24662,Simpang Tiga Jongar
1102122006,1102122,24662,Jongar Asli
1102122007,1102122,24662,Ketambe
1102122008,1102122,24662,Rumah Bundar
1102122009,1102122,24662,Penyeberangan Cingkam
1102122010,1102122,24662,Deleng Damar
1102122011,1102122,24662,Bintang Bener
1102122012,1102122,24662,Suka Rimbun
1102122013,1102122,24662,Lawe Aunan
1102122014,1102122,24662,Bener Bepapah
1102122015,1102122,24662,Penungkunen
1102122016,1102122,24662,Datok Pining
1102122017,1102122,24662,Kati Maju
1102122018,1102122,24662,Leuser
1102122019,1102122,24662,Jati Sara
1102122020,1102122,24662,Bukit Mbakhu
1102122021,1102122,24662,Kayu Metangur
1102122022,1102122,24662,Lawe Sembekan
1102122023,1102122,24662,Lawe Beringin
1102122024,1102122,24662,Lawe Ger-ger
1102122025,1102122,24662,Simpur Jaya
1102132001,1102132,24660,Salang Baru
1102132002,1102132,24660,Ranto Dior
1102132003,1102132,24660,Lembah Alas
1102132004,1102132,24660,Tenembak Lang-lang
1102132005,1102132,24660,Salang Sigotom
1102132006,1102132,24660,Tualang Lama
1102132007,1102132,24660,Gusung Batu
1102132008,1102132,24660,Kaya Pangur
1102132009,1102132,24660,Sepakat
1102132010,1102132,24660,Lawe Pangkat
1102132011,1102132,24660,Bunga Melur
1102132012,1102132,24660,Penampaan
1102132013,1102132,24660,Terutung Mbelang
1102132014,1102132,24660,Salang Muara
1102132015,1102132,24660,Lawe Hakhum
1102132016,1102132,24660,Tanoh Khukahen
1102132017,1102132,24660,Tading Ni Ulihi
1102132018,1102132,24660,Peseluk Pesimbe
1102132019,1102132,24660,Kane Lot
1102132020,1102132,24660,Muhajirin
1102132021,1102132,24660,Beriring Naru
1102132022,1102132,24660,Kati Jeroh
1102142001,1102142,24670,Terutung Megara Lawe Pasaran
1102142002,1102142,24670,Kisam Gabungan
1102142003,1102142,24670,Kisam Kute Pasir
1102142004,1102142,24670,Lawe Sumur
1102142005,1102142,24670,Lawe Sumur Baru
1102142006,1102142,24670,Kute Lesung
1102142007,1102142,24670,Berandang
1102142008,1102142,24670,Kute Bunin
1102142009,1102142,24670,Buah Pala
1102142010,1102142,24670,Panosan
1102142011,1102142,24670,Lawe Pasaran Tengku Mbelin
1102142012,1102142,24670,Terutung Megahke Mbakhu
1102142013,1102142,24670,Kisam Lestari
1102142014,1102142,24670,Kisam Kute Rambe
1102142015,1102142,24670,Lawe Polak
1102142016,1102142,24670,Lawes Sumur Sepakat
1102142017,1102142,24670,Setia Baru
1102142018,1102142,24670,Teger Miko
1102152001,1102152,24674,Salim Pinim I
1102152002,1102152,24674,Jambur Damar
1102152003,1102152,24674,Alur Langsat
1102152004,1102152,24674,Rambah Sayang
1102152006,1102152,24674,Rumah Luar
1102152007,1102152,24674,Tenembak Alas
1102152008,1102152,24674,Lawe Tungkal
1102152009,1102152,24674,Salim Pinim Ii
1102152010,1102152,24674,Jambukh Pekhmate
1102152011,1102152,24674,Khutung Mbelang
1102152012,1102152,24674,Timang Rasa
1102152013,1102152,24674,Stambul Jaya
1102152014,1102152,24674,Alur Nangke
1102152015,1102152,24674,Kute Mejile
1102162001,1102162,24677,Bintang Alga Musara
1102162002,1102162,24677,Bintang Bukit Indah
1102162003,1102162,24677,Tanjung Sari
1102162004,1102162,24677,Bun-bun Alas
1102162005,1102162,24677,Naga Timbul
1102162006,1102162,24677,Gunung Pak-pak
1102162007,1102162,24677,Bukit Meriah
1102162008,1102162,24677,Permata Musara
1102162009,1102162,24677,Laut Tawar
1102162010,1102162,24677,Kane Mende
1102162011,1102162,24677,Lawe Sekhakut
1102162012,1102162,24677,Bunbun Indah
1102162013,1102162,24677,Suka Damai
1102162014,1102162,24677,Tuah Kekhine
1102162015,1102162,24677,Punce Nali
1102162016,1102162,24677,Sade Ate
1102162017,1102162,24677,Akhih Majile
1102162018,1102162,24677,Ukhat Peseluk
1102162019,1102162,24677,Tunas Mude
1102162020,1102162,24677,Gaye Sendah
1102162021,1102162,24677,Kute Hakhapen
1102162022,1102162,24677,Kompas
1102162023,1102162,24677,Sepakat
1103012001,1103012,24455,Alue Luddin Sa
1103012002,1103012,24455,Alue Luddin Dua
1103012003,1103012,24455,Alue Dalam
1103012004,1103012,24455,Dama Pulo Sa
1103012005,1103012,24455,Dama Pulo Dua
1103012006,1103012,24455,Buket Kulam
1103012007,1103012,24455,Seuneubok Teungoh
1103012008,1103012,24455,Jungka Gajah
1103012009,1103012,24455,Seuneubok Simpang
1103012010,1103012,24455,Matang Pineung
1103012011,1103012,24455,Lhok Geulumpang
1103012012,1103012,24455,Blang Buket
1103012013,1103012,24455,Meunasah Keutapang
1103012014,1103012,24455,Buket Rumia
1103012015,1103012,24455,Alue Gadeng
1103012016,1103012,24455,Kapai Baro
1103012017,1103012,24455,Seuneubok Tuha Sa
1103012018,1103012,24455,Seuneubok Tuha Dua
1103012019,1103012,24455,Seuneubok Buloh
1103012020,1103012,24455,Gaseh Sayang
1103012021,1103012,24455,Alue Lhok
1103012022,1103012,24455,Trieng Gadeng
1103012023,1103012,24455,Grong-grong
